,rcod_persona,rcod_hogar,rmujer,r6,lnr6,rmu,rneduca,r3,redad,redadsq,rDpto,rpareja,reduca,rpobre,rmiembro,rgasto
244,0051931161101,00519311611,1,1737.9166666666667,7.460442356843045,0,tecnica,1,59,3481,Ancash,0,14.0,0,2,1411.5
245,0051960021101,00519600211,0,1489.6666666666667,7.306307660265342,0,secundaria,1,39,1521,Ancash,1,11.0,0,3,662.4722222222223
246,0051960331101,00519603311,0,1693.1666666666667,7.43435582186349,0,secundaria,1,35,1225,Ancash,1,11.0,0,7,505.48809523809524
247,0051960511101,00519605111,0,1117.4166666666667,7.018774752491642,0,primaria,1,45,2025,Ancash,0,0.0,0,5,484.3833333333334
248,0051960971101,00519609711,1,818.5,6.7074733968111895,0,secundaria,1,33,1089,Ancash,1,11.0,0,4,559.5416666666666
249,0051961281101,00519612811,1,236.25,5.464890566373852,0,secundaria,1,42,1764,Ancash,0,9.0,1,3,366.0
250,0052090251101,00520902511,0,301.0,5.707110264748875,0,secundaria,1,62,3844,Ancash,1,11.0,0,3,614.1944444444445
251,0052090381101,00520903811,1,623.75,6.4357496470657285,0,secundaria,1,48,2304,Ancash,0,11.0,1,3,360.9444444444444
252,0052090511101,00520905111,0,957.1666666666666,6.863977531636242,0,secundaria,1,54,2916,Ancash,1,8.0,0,3,597.9166666666666
253,0052090631101,00520906311,1,258.8333333333333,5.556184353920632,0,secundaria,1,51,2601,Ancash,0,7.0,1,4,343.0
254,0052090901101,00520909011,0,5343.916666666667,8.583714121282522,0,tecnica,1,50,2500,Ancash,1,14.0,0,4,933.375
255,0052100051101,00521000511,0,4242.75,8.352966922891374,0,tecnica,1,50,2500,Ancash,1,14.0,0,5,948.5
256,0052100251101,00521002511,1,1746.5,7.465369064246887,0,secundaria,1,55,3025,Ancash,0,11.0,0,2,882.1666666666666
257,0052100461101,00521004611,0,15310.5,9.636294146511663,0,secundaria,1,55,3025,Ancash,0,11.0,0,3,2908.527777777778
258,0052100571101,00521005711,1,2932.6666666666665,7.983667413240555,0,Univ.,1,27,729,Ancash,0,17.0,0,2,2046.375
259,0052100671101,00521006711,0,5613.916666666667,8.633003912968883,0,Univ.,1,53,2809,Ancash,1,16.0,0,4,2639.7291666666665
260,0052100771101,00521007711,1,1677.5833333333333,7.425109544710828,0,secundaria,1,52,2704,Ancash,0,11.0,0,2,1187.8333333333333
261,0052100871101,00521008711,0,1765.8333333333333,7.476378001474345,0,secundaria,1,59,3481,Ancash,1,11.0,0,2,1050.2083333333333
262,0052100981101,00521009811,0,305.3333333333333,5.721404076006021,0,secundaria,1,50,2500,Ancash,1,11.0,0,5,787.65
264,0052120491101,00521204911,0,3102.75,8.04004409400963,0,secundaria,1,34,1156,Ancash,1,11.0,0,4,783.6458333333334
265,0052120751101,00521207511,1,126.0,4.836281906951478,0,primaria,1,58,3364,Ancash,0,5.0,0,3,495.8055555555556
266,0052121011101,00521210111,1,1609.9166666666667,7.383937696804554,0,tecnica,1,45,2025,Ancash,0,12.0,0,3,1440.5833333333333
267,0052121131101,00521211311,0,1723.0,7.45182223652793,0,secundaria,1,56,3136,Ancash,1,11.0,0,4,635.8958333333334
268,0052150091101,00521500911,0,665.6666666666666,6.500789044747705,0,tecnica,1,35,1225,Ancash,1,14.0,0,2,749.8333333333334
269,0052150431101,00521504311,0,828.75,6.719918541500072,0,secundaria,1,47,2209,Ancash,1,11.0,0,5,513.3833333333333
270,0052150621101,00521506211,0,886.8333333333334,6.787657065368315,0,secundaria,1,61,3721,Ancash,1,8.0,0,3,805.6666666666666
272,0052151471101,00521514711,0,1517.6666666666667,7.324929346666672,0,primaria,1,51,2601,Ancash,1,0.0,0,4,630.8541666666666
273,0052220071101,00522200711,1,2340.5833333333335,7.758155465034007,0,Univ.,1,60,3600,Ancash,0,16.0,0,2,2781.375
274,0052220191101,00522201911,0,1756.6666666666667,7.471173352867298,0,secundaria,1,53,2809,Ancash,0,11.0,0,5,742.7166666666667
275,0052220381101,00522203811,1,142.0,4.955827057601261,0,tecnica,1,64,4096,Ancash,0,14.0,0,2,700.4583333333334
277,0052220551101,00522205511,0,2341.8333333333335,7.7586893773782855,0,tecnica,1,43,1849,Ancash,0,14.0,0,2,1349.5
278,0052220651101,00522206511,0,963.0,6.870053411798126,0,secundaria,1,50,2500,Ancash,0,11.0,0,3,851.4444444444445
279,0052250131101,00522501311,1,1247.4166666666667,7.128830025127235,0,primaria,1,51,2601,Ancash,0,0.0,0,5,402.75
281,0052250461101,00522504611,0,119.16666666666667,4.780523073465953,0,primaria,1,64,4096,Ancash,1,4.0,0,5,561.1833333333333
282,0052250631101,00522506311,0,433.25,6.071314928595715,0,primaria,1,63,3969,Ancash,1,2.0,0,4,577.6041666666666
284,0052251111101,00522511111,1,620.5,6.430525604644662,0,secundaria,1,27,729,Ancash,0,11.0,0,2,475.9166666666667
286,0052311301101,00523113011,1,123.5,4.816241156068032,0,secundaria,1,22,484,Ancash,0,11.0,0,2,486.5833333333333
287,0052311411101,00523114111,0,579.9166666666666,6.3628844150568495,0,primaria,1,39,1521,Ancash,1,0.0,1,4,252.41666666666666
288,0052311441101,00523114411,1,112.08333333333333,4.719242642247939,0,primaria,1,66,4356,Ancash,0,5.0,0,1,632.6666666666666
289,0052311451101,00523114511,0,471.75,6.156449184248659,0,primaria,1,56,3136,Ancash,1,5.0,1,2,277.7083333333333
290,0052311501101,00523115011,0,1722.5833333333333,7.451580381011236,0,primaria,1,57,3249,Ancash,1,6.0,0,2,752.625
291,0052311551101,00523115511,0,700.0833333333334,6.5511993755768465,0,secundaria,1,34,1156,Ancash,0,11.0,0,1,762.6666666666666
292,0052350101101,00523501011,0,923.5,6.828170799639294,0,primaria,1,34,1156,Ancash,0,0.0,0,2,503.625
293,0052350491101,00523504911,0,1248.9166666666667,7.130031787856995,0,primaria,1,33,1089,Ancash,1,0.0,1,6,256.11111111111114
295,0052370011101,00523700111,0,536.25,6.284600470242227,0,primaria,1,50,2500,Ancash,1,0.0,0,2,643.0
297,0052370361101,00523703611,0,473.0,6.159095388491933,0,tecnica,1,43,1849,Ancash,1,12.0,0,4,288.6458333333333
299,0052370911101,00523709111,0,395.5833333333333,5.980361468763317,0,secundaria,1,56,3136,Ancash,1,11.0,0,5,280.3666666666667
300,0052371031101,00523710311,1,19.666666666666668,2.9789251552376097,0,primaria,1,46,2116,Ancash,0,0.0,1,3,240.5277777777778
301,0052371241101,00523712411,1,106.5,4.66814498514948,0,primaria,1,57,3249,Ancash,0,1.0,0,2,406.0416666666667
302,0052440111101,00524401111,0,202.75,5.311973692995522,0,secundaria,1,68,4624,Ancash,1,11.0,0,3,357.02777777777777
303,0052440251101,00524402511,0,1646.6666666666667,7.406508321513859,0,primaria,1,54,2916,Ancash,1,0.0,0,6,692.8055555555555
304,0052440391101,00524403911,0,4147.75,8.330321297523465,0,primaria,1,45,2025,Ancash,1,0.0,0,4,930.9375
305,0052441051101,00524410511,0,1672.5833333333333,7.422124616371493,0,secundaria,1,51,2601,Ancash,1,11.0,0,4,634.8333333333334
306,0052460081101,00524600811,0,2440.6666666666665,7.800026505012072,0,Univ.,1,56,3136,Ancash,1,16.0,0,5,411.1333333333334
307,0052460261101,00524602611,0,212.41666666666666,5.358549754588115,0,secundaria,1,32,1024,Ancash,1,11.0,0,3,1307.0277777777778
308,0052460571201,00524605712,1,3181.75,8.065186638872156,0,Univ.,1,42,1764,Ancash,0,17.0,0,4,981.6875
309,0052460572201,00524605722,0,993.0,6.900730664045173,0,Univ.,1,34,1156,Ancash,1,15.0,0,4,404.3125
310,0052460711101,00524607111,0,1884.0,7.5411524551363085,0,secundaria,1,24,576,Ancash,1,9.0,0,4,645.4166666666666
311,0052460861101,00524608611,1,3451.9166666666665,8.146684911317106,0,tecnica,1,53,2809,Ancash,0,16.0,0,2,3109.875
312,0052510181101,00525101811,0,999.5833333333334,6.907338525485795,0,tecnica,1,49,2401,Ancash,1,16.0,0,5,690.4666666666667
313,0052510481101,00525104811,1,2480.9166666666665,7.816383394520947,0,Univ.,1,38,1444,Ancash,0,17.0,0,4,1823.125
314,0052510641101,00525106411,1,3312.0,8.10530751550515,0,Univ.,1,57,3249,Ancash,0,16.0,0,3,1205.5833333333333
315,0052510772201,00525107722,0,2336.9166666666665,7.756587675651768,0,tecnica,1,29,841,Ancash,1,12.0,0,4,1562.4583333333333
317,0052560131101,00525601311,0,832.25,6.724132876455134,0,secundaria,1,46,2116,Ancash,1,9.0,0,4,454.1458333333333
318,0052560361101,00525603611,0,207.33333333333334,5.33432780407107,0,secundaria,1,51,2601,Ancash,1,11.0,0,2,1021.0833333333334
319,0052560691101,00525606911,0,255.41666666666666,5.542896198582311,0,secundaria,1,55,3025,Ancash,0,11.0,0,2,658.5833333333334
320,0052560811101,00525608111,1,991.9166666666666,6.899639098379879,0,secundaria,1,42,1764,Ancash,0,11.0,0,3,702.9444444444445
321,0052561031101,00525610311,0,675.0,6.51471269087253,0,secundaria,1,53,2809,Ancash,1,8.0,0,4,779.7083333333334
322,0052570021101,00525700211,0,2239.9166666666665,7.714193941776108,0,secundaria,1,55,3025,Ancash,1,11.0,0,2,796.875
323,0052570361101,00525703611,0,2431.1666666666665,7.796126530858158,0,Univ.,1,64,4096,Ancash,1,14.0,0,2,1833.1666666666667
324,0052570691101,00525706911,0,2214.25,7.702669024689692,0,Univ.,1,58,3364,Ancash,1,17.0,0,5,1096.7166666666667
325,0052570791101,00525707911,1,122.91666666666667,4.81150661898592,0,secundaria,1,47,2209,Ancash,1,11.0,0,4,679.2291666666666
326,0052570881101,00525708811,0,146.0,4.983606621708336,0,Univ.,1,50,2500,Ancash,1,18.0,0,4,411.3958333333333
327,0052590961101,00525909611,0,9160.75,9.122683332045636,0,Univ.,1,69,4761,Ancash,1,16.0,0,4,2176.4375
329,0052591331101,00525913311,0,3430.5,8.140461302130946,0,Univ.,1,32,1024,Ancash,0,16.0,0,1,3042.1666666666665
330,0052600071101,00526000711,1,391.6666666666667,5.970411137910149,0,Univ.,1,38,1444,Ancash,0,15.0,0,3,654.3888888888889
331,0052600211101,00526002111,1,89.75,4.497028027368389,0,tecnica,1,47,2209,Ancash,1,14.0,0,3,851.5833333333334
332,0052600491101,00526004911,0,1297.25,7.168001918247849,0,tecnica,1,56,3136,Ancash,1,12.0,0,3,950.1388888888888
333,0052601321101,00526013211,1,2820.75,7.944758086018555,0,Univ.,1,57,3249,Ancash,0,17.0,0,4,1096.6666666666667
335,0052630771101,00526307711,0,4308.25,8.368287068161687,0,tecnica,1,35,1225,Ancash,1,13.0,0,5,510.1166666666666
336,0052631081101,00526310811,0,623.8333333333334,6.435883238676374,0,Univ.,1,39,1521,Ancash,0,16.0,0,4,859.6458333333334
337,0052631681101,00526316811,0,3416.4166666666665,8.13634752248963,0,Univ.,1,24,576,Ancash,1,13.0,0,4,1252.9791666666667
338,0052700151101,00527001511,0,1153.0833333333333,7.050194792881384,0,secundaria,1,38,1444,Ancash,1,11.0,0,6,432.77777777777777
339,0052700221101,00527002211,1,2392.8333333333335,7.780233437899639,0,tecnica,1,52,2704,Ancash,0,14.0,0,1,1236.0833333333333
340,0052700471101,00527004711,0,3307.3333333333335,8.103897504192885,0,Univ.,1,58,3364,Ancash,1,12.0,0,6,863.125
341,0052700581101,00527005811,0,484.4166666666667,6.18294541791335,0,Univ.,1,68,4624,Ancash,0,16.0,0,1,3605.5833333333335
342,0052760061101,00527600611,0,883.0833333333334,6.783419571386836,0,secundaria,1,55,3025,Ancash,1,11.0,0,3,651.6944444444445
343,0052760151101,00527601511,0,2540.4166666666665,7.840083388553916,0,tecnica,1,41,1681,Ancash,1,13.0,0,4,382.4375
344,0052760221101,00527602211,0,70.08333333333333,4.2496850101849475,0,secundaria,1,63,3969,Ancash,0,10.0,0,1,357.1666666666667
345,0052760391101,00527603911,0,2708.25,7.904057948825677,0,secundaria,1,50,2500,Ancash,1,7.0,0,3,581.4722222222223
346,0052760471101,00527604711,0,2511.5833333333335,7.828668643341736,0,Univ.,1,44,1936,Ancash,0,17.0,0,1,1389.3333333333333
348,0052850171101,00528501711,0,1453.3333333333333,7.28161504767497,0,primaria,1,43,1849,Ancash,1,0.0,0,2,1034.5833333333333
350,0052850521101,00528505211,0,1648.4166666666667,7.4075705102280756,0,primaria,1,54,2916,Ancash,1,0.0,0,2,567.375
351,0052850531101,00528505311,1,335.3333333333333,5.815125061991575,0,primaria,1,66,4356,Ancash,0,5.0,0,2,465.7916666666667
353,0052850551101,00528505511,1,334.3333333333333,5.812138499293826,0,secundaria,1,38,1444,Ancash,0,11.0,1,4,254.5625
354,0052850581101,00528505811,0,488.0833333333333,6.190486156301782,0,primaria,1,58,3364,Ancash,1,5.0,0,2,349.2916666666667
356,0052920021101,00529200211,1,2360.6666666666665,7.766699344003739,0,Univ.,1,36,1296,Ancash,0,17.0,0,2,894.4583333333334
357,0052920051101,00529200511,1,276.5,5.6222108209623896,0,tecnica,1,53,2809,Ancash,0,14.0,0,2,671.4166666666666
358,0052920851101,00529208511,0,576.5833333333334,6.357119879710811,0,secundaria,1,63,3969,Ancash,1,11.0,0,5,411.5833333333333
359,0052920881101,00529208811,1,511.0833333333333,6.236532655837983,0,primaria,1,67,4489,Ancash,0,1.0,0,1,892.1666666666666
360,0052920901101,00529209011,0,409.5833333333333,6.015140382793266,0,secundaria,1,65,4225,Ancash,1,11.0,0,3,497.6388888888889
361,0052920911101,00529209111,0,532.8333333333334,6.278208679831787,0,secundaria,1,37,1369,Ancash,1,11.0,0,4,411.7083333333333
363,0052940021101,00529400211,0,1207.5,7.096307385526727,0,secundaria,1,40,1600,Ancash,1,8.0,1,6,208.43055555555554
365,0052940041101,00529400411,0,1120.0833333333333,7.021158366283148,0,primaria,1,39,1521,Ancash,1,0.0,1,4,265.9375
366,0052940051101,00529400511,0,1051.5,6.957972995142755,0,primaria,1,44,1936,Ancash,1,0.0,0,3,374.9444444444444
367,0052940961101,00529409611,0,1086.0,6.990256500493881,0,primaria,1,48,2304,Ancash,1,0.0,1,3,182.36111111111111
372,0052960571101,00529605711,0,754.9166666666666,6.626607367881287,0,primaria,1,55,3025,Ancash,1,3.0,0,2,416.7916666666667
376,0052961501101,00529615011,1,0.0,0.0,0,primaria,1,36,1296,Ancash,1,0.0,1,4,270.1666666666667
377,0052961531101,00529615311,0,1265.8333333333333,7.143485945801818,0,secundaria,1,36,1296,Ancash,1,11.0,1,4,190.72916666666666
378,0052970091101,00529700911,0,1464.25,7.289098444969891,0,primaria,1,45,2025,Ancash,1,0.0,1,5,236.86666666666667
379,0052970101101,00529701011,0,496.5,6.2075834834852275,0,primaria,1,55,3025,Ancash,1,0.0,1,3,237.2222222222222
380,0052970111101,00529701111,0,875.0,6.774223886357614,0,primaria,1,39,1521,Ancash,1,0.0,1,7,184.04761904761904
381,0052970121101,00529701211,0,362.1666666666667,5.892104511028375,0,primaria,1,61,3721,Ancash,1,5.0,1,5,248.45000000000002
382,0052970741101,00529707411,0,271.9166666666667,5.605495646805321,0,primaria,1,43,1849,Ancash,1,0.0,1,6,161.66666666666666
383,0052970751101,00529707511,0,401.5,5.995207533386816,0,primaria,1,56,3136,Ancash,1,2.0,1,3,174.0277777777778
384,0052970761101,00529707611,0,566.8333333333334,6.340065315779141,0,primaria,1,55,3025,Ancash,1,5.0,0,2,481.9583333333333
385,0052970791101,00529707911,0,360.1666666666667,5.886566887278831,0,primaria,1,48,2304,Ancash,1,0.0,1,6,138.61111111111111
386,0053120901101,00531209011,0,2625.0,7.872836175025724,0,primaria,1,45,2025,Ancash,1,0.0,1,5,244.0666666666667
387,0053121081101,00531210811,1,344.4166666666667,5.841852164723732,0,secundaria,1,37,1369,Ancash,0,11.0,0,3,297.97222222222223
388,0053121121101,00531211211,0,473.25,6.159623790089432,0,primaria,1,69,4761,Ancash,1,4.0,0,3,439.52777777777777
389,0053121131101,00531211311,0,2097.25,7.648382241726404,0,primaria,1,46,2116,Ancash,1,0.0,0,5,471.3833333333334
390,0053121141101,00531211411,0,2816.9166666666665,7.943398185140855,0,primaria,1,51,2601,Ancash,0,0.0,0,2,844.75
391,0053121221101,00531212211,0,1341.4166666666667,7.201481548418229,0,secundaria,1,65,4225,Ancash,0,9.0,0,1,836.25
392,0053130131101,00531301311,1,992.1666666666666,6.899891103925335,0,primaria,1,46,2116,Ancash,0,0.0,0,2,382.6666666666667
395,0053130211101,00531302111,0,2678.6666666666665,7.893074437266716,0,secundaria,1,39,1521,Ancash,1,8.0,0,5,593.3833333333333
396,0053130221101,00531302211,0,141.5,4.952299717083292,0,primaria,1,67,4489,Ancash,1,1.0,1,2,200.41666666666666
397,0053130231101,00531302311,0,921.5833333333334,6.82609320528736,0,primaria,1,41,1681,Ancash,1,0.0,0,6,395.6666666666667
398,0053130481101,00531304811,0,1453.4166666666667,7.281672385480668,0,primaria,1,60,3600,Ancash,1,4.0,0,3,480.4166666666667
399,0053130491101,00531304911,0,3196.9166666666665,8.069942082616476,0,primaria,1,50,2500,Ancash,1,0.0,0,5,625.0833333333334
400,0053210331101,00532103311,0,321.25,5.77221963620943,0,primaria,1,55,3025,Ancash,1,0.0,0,2,389.6666666666667
401,0053210431101,00532104311,0,427.0833333333333,6.056979154218609,0,secundaria,1,66,4356,Ancash,1,8.0,0,2,476.2083333333333
403,0053211801101,00532118011,0,378.25,5.935555352668465,0,secundaria,1,50,2500,Ancash,1,11.0,1,3,254.0277777777778
408,0053251421101,00532514211,0,2020.4166666666667,7.611059039751453,0,secundaria,1,44,1936,Ancash,1,11.0,0,6,987.2083333333334
409,0053251441101,00532514411,0,506.5833333333333,6.227688837960722,0,primaria,1,68,4624,Ancash,1,1.0,0,2,379.9583333333333
410,0053252561101,00532525611,0,1047.8333333333333,6.954479819155006,0,primaria,1,54,2916,Ancash,1,0.0,1,7,211.80952380952382
411,0053252591101,00532525911,0,360.0,5.886104031450156,0,primaria,1,60,3600,Ancash,1,1.0,0,2,336.4166666666667
412,0053252611101,00532526111,0,692.5,6.540308238061494,0,secundaria,1,37,1369,Ancash,1,11.0,0,4,280.9166666666667
413,0053260141101,00532601411,0,830.4166666666666,6.7219275828588945,0,secundaria,1,62,3844,Ancash,0,11.0,0,1,1088.8333333333333
415,0053260371101,00532603711,0,1314.6666666666667,7.181338427054416,0,secundaria,1,42,1764,Ancash,1,11.0,0,3,608.8888888888889
416,0053260511101,00532605111,0,1194.75,7.085692237458268,0,secundaria,1,36,1296,Ancash,1,11.0,0,4,324.8958333333333
417,0053260561101,00532605611,0,698.0833333333334,6.548338484365809,0,secundaria,1,41,1681,Ancash,1,11.0,0,4,313.2916666666667
418,0053260711101,00532607111,0,895.4166666666666,6.797289159288611,0,secundaria,1,52,2704,Ancash,1,11.0,0,5,428.1333333333334
424,0053300621101,00533006211,1,176.0,5.170483995038151,0,primaria,1,55,3025,Ancash,1,0.0,1,1,226.83333333333334
425,0053300741101,00533007411,0,544.3333333333334,6.299561804302355,0,secundaria,1,66,4356,Ancash,0,9.0,0,2,420.875
426,0053301061101,00533010611,0,548.4166666666666,6.307035338668118,0,primaria,1,40,1600,Ancash,1,0.0,0,9,285.1759259259259
427,0053440041101,00534400411,0,896.4166666666666,6.798405334644005,0,secundaria,1,51,2601,Apurimac,1,8.0,0,2,475.9166666666667
428,0053440301101,00534403011,1,883.1666666666666,6.783513933264707,0,primaria,1,52,2704,Apurimac,1,0.0,0,3,968.5555555555555
429,0053440441101,00534404411,1,1288.3333333333333,7.161104672353413,0,tecnica,1,47,2209,Apurimac,1,14.0,0,3,1209.3333333333333
430,0053440711101,00534407111,0,1255.4166666666667,7.1352228017764014,0,tecnica,1,50,2500,Apurimac,1,14.0,0,4,388.25
431,0053440851101,00534408511,1,265.6666666666667,5.582242390122105,0,primaria,1,44,1936,Apurimac,0,0.0,1,6,188.9722222222222
432,0053441111101,00534411111,0,232.16666666666666,5.44745550455175,0,secundaria,1,61,3721,Apurimac,1,11.0,1,5,285.06666666666666
433,0053460221101,00534602211,1,818.5,6.7074733968111895,0,tecnica,1,28,784,Apurimac,0,14.0,0,1,966.3333333333334
434,0053460661101,00534606611,1,4072.4166666666665,8.311991877815439,0,Univ.,1,59,3481,Apurimac,1,16.0,0,4,731.1041666666666
435,0053460961101,00534609611,1,0.0,0.0,0,primaria,1,53,2809,Apurimac,1,0.0,1,9,191.0648148148148
436,0053540701101,00535407011,0,1443.8333333333333,7.275056892662085,0,tecnica,1,37,1369,Apurimac,0,14.0,0,2,1317.6666666666667
437,0053540841101,00535408411,0,837.9166666666666,6.730918652418752,0,secundaria,1,47,2209,Apurimac,1,7.0,0,3,755.2222222222222
438,0053540991101,00535409911,1,361.3333333333333,5.889800893331482,0,secundaria,1,30,900,Apurimac,0,11.0,1,3,238.7222222222222
439,0053541401101,00535414011,0,529.3333333333334,6.2716183531389715,0,secundaria,1,61,3721,Apurimac,1,11.0,0,5,396.0
440,0053610081101,00536100811,1,277.0833333333333,5.624318303301954,0,primaria,1,51,2601,Apurimac,0,0.0,0,2,667.0833333333334
441,0053610201101,00536102011,0,9161.416666666666,9.122756103642914,0,Univ.,1,54,2916,Apurimac,1,16.0,0,6,1334.8194444444446
442,0053610331101,00536103311,0,826.5,6.717199917261079,0,primaria,1,63,3969,Apurimac,1,5.0,0,2,626.4583333333334
443,0053610821101,00536108211,0,3235.8333333333335,8.082041772937712,0,tecnica,1,58,3364,Apurimac,1,16.0,0,3,997.2777777777778
444,0053611041101,00536110411,1,817.0,6.705639094860003,0,primaria,1,42,1764,Apurimac,0,0.0,0,1,519.8333333333334
445,0053620041101,00536200411,0,168.41666666666666,5.1264410676156205,0,primaria,1,61,3721,Apurimac,1,5.0,0,4,480.7291666666667
